DAY,JN,CW,PS,HZ,JN,,EK,DATE,EVENT 1,CLASSROOM,"Shift 1
8am - 9.30am","Shift 2
12.30pm - 2pm","Shift 3
4.30pm - 6pm",EVENT 2,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 3,CLASSROOM,Shift 1,Shift 2,Shift,EVENT 4,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 5,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 6,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 7,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 8,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 9,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 9,CLASSROOM,Shift 1,Shift 2,Shift 3
Thursday,,,,,,,,15-May-25,"Alan HTX EP (Loan 85"" Hub)",,,,,"Cindy Chong (Loan 6x50"" Hub)",,,,,PODS,Zoom,RT,RT,RT,"Daniel Seah OMC (Loan 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,16-May-25,"Alan HTX EP (Loan 85"" Hub)",,,,,RSAF - DSV (PM),Zoom,,DO,DO,,,,,,"Daniel Seah OMC (Loan 50"" Hub)",,,,,Certis AI D1,Comp Lab 1.611,SS,SS,SS,Cindy(SP) Loan room,2.612A,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,17-May-25,,,,,,,,,,,,,,,,"Daniel Seah OMC (Loan 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,18-May-25,,,,,,,,,,,,,,,,"Daniel Seah OMC (Loan 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,19-May-25,,,,,,,,,,,,,,,,"Daniel Seah OMC (Loan 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,20-May-25,DVSAP (Healthcare),TT20,DO,DO,DO,IMDA - IQC,TT19,SS,SS,SS,,,,,,,,,,,,,,,,Cindy(SP) Loan room,2.612A,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,21-May-25,GCAIPROJM,Zoom,AL,AL,,IMDA - IQC,TT19,SS,SS,SS,HGAITLWPLCE,TT24/25,JL,JL,JL,Weiqing(HR) Loan room,1.311A,,,,,,,,,Cindy(SP) Loan room,2.612A,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,22-May-25,GCAIPROJM,Zoom,AL,AL,AL,,,,,,DSBS,TT19,RT,RT,RT,,,,,,,,,,,Cindy(SP) Loan room,2.612A,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,23-May-25,,,,,,,,,,,,,,,,,,,,,Certis AI D2,Comp Lab 1.611,SS,SS,SS,Cindy(SP) Loan room,2.612A,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,24-May-25,,,,,,,,,,,,,,,,,,,,,,,,,,Cindy(SP) Loan room,2.612A,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,25-May-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,26-May-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,27-May-25,,,,,,CSM,Zoom,AL,AL,,,,,,,DVSAP (Healthcare),TT20,DO,DO,DO,,,,,,"Hrehaan Jaya Root (Loan 85"" Hub)",1.311A,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,28-May-25,,,,,,CSM,Zoom,AL,AL,AL,,,,,,SDAI,Training Room,JL,JL,JL,"Brandon  EP (Loan 85"" Hub)",2.612A,,,,"Hrehaan Jaya Root (Loan 85"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,29-May-25,CGAIP,Capstone 7,SS,SS,SS,,,,,,DSBS,TT19,RT,RT,RT,SDAI,Training Room,JL,JL,JL,"Brandon  EP (Loan 85"" Hub)",,,,,"Hrehaan Jaya Root (Loan 85"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,30-May-25,CGAIP,Capstone 7,SS,SS,SS,,,,,,JVSS - FDIB (Setup),1.311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,31-May-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,1-Jun-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,2-Jun-25,,,,,,,,,,,JVSS - FDIB,1.311A,AL,AL,AL,,,,,,"Wei Ting (Loan 8 x 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,3-Jun-25,,,,,,DVSAP (Healthcare),TT20,DO,DO,DO,JVSS - FDIB,1.311A,AL,AL,AL,,,,,,"Wei Ting (Loan 8 x 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,4-Jun-25,,,,,,,,,,,JVSS - FDIB,1.311A,AL,AL,AL,,,,,,"Wei Ting (Loan 8 x 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,5-Jun-25,,,,,,DSBS,Zoom,RT,,,,,,,,,,,,,"Wei Ting (Loan 8 x 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,6-Jun-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,7-Jun-25,Hari Raya  Haji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,8-Jun-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,9-Jun-25,Mindef MMTM,Capstone 7 & 8,DO/RT,DO/RT,DO/RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,10-Jun-25,Mindef MMTM,Capstone 7 & 8,DO/RT,DO/RT,DO/RT,DVSAP (Healthcare),Zoom,DO,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,11-Jun-25,Mindef MMTM,Capstone 7 & 8,DO/RT,DO/RT,DO/RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,12-Jun-25,Mindef MMTM,Capstone 7 & 8,DO/RT,DO/RT,DO/RT,DSBS,Zoom,RT,RT,,"Melina Chong (Loan 1 x 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,13-Jun-25,Mindef MMTM,Capstone 7 & 8,DO/RT,DO/RT,DO/RT,1 Day PA UG workshop Setup,1.311A,,,,"Melina Chong (Loan 1 x 50"" Hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,14-Jun-25,STEAMunity Setup ,TPCC,,,,1 Day PA UG workshop ,1.311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,15-Jun-25, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,16-Jun-25,,,,,,STEAMunity R4A Kickoff,TPCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,17-Jun-25,CSM,Zoom,RT,RT,,STEAMunity R4A Kickoff,TPCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,18-Jun-25,CSM,Zoom,RT,RT,RT,STEAMunity R4A Kickoff,SUTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,19-Jun-25,PDStory,TT19,RT,RT,RT,CSPO,Zoom,SS,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,20-Jun-25,,,,,,CSPO,Zoom,SS,SS,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,21-Jun-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,22-Jun-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,23-Jun-25,CPE,Zoom,KM,KM,,,,,,,,,,,,Certis AI D1,Comp Lab 1.611,SS,SS,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,24-Jun-25,CPE,Zoom,KM,KM,KM,DVSAP (Healthcare),Zoom,RT,RT,,,,,,,Certis AI D2,Comp Lab 1.611,SS,SS,SS,Setup CPCA-CAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,25-Jun-25,GCAIPRODM,Zoom,KM,KM,,,,,,,,,,,,,,,,,CPCA-CAAS,TT24/25,SS,SS,SS,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,26-Jun-25,GCAIPRODM,Zoom,KM,KM,KM,PDStory,TT19,IC,IC,IC,CGAIP,Zoom,SS,SS,,ACSPO,Zoom,RT,RT,,CPCA-CAAS,TT24/25,BG,BG,BG,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,27-Jun-25,OCBC IDS,TT19,KM,KM,KM,STEAMunity 4A Checkin ,Republic Poly,,,,CGAIP,Zoom,SS,SS,SS,ACSPO,Zoom,RT,RT,RT,CPCA-CAAS,TT24/25,AL,AL,AL,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,28-Jun-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,29-Jun-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,30-Jun-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,1-Jul-25,DSMP(Healthcare),TT19,AL,AL,AL,,,,,,,,,,,,,,,,"Cynthia Khoo SMT (Loan 85"" hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,2-Jul-25,NLPGAI Certis,Comp Lab 1.611,SS,SS,SS,GAID,1.311A,RT,RT,RT,,,,,,,,,,,"Cynthia Khoo SMT (Loan 85"" hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,3-Jul-25,DVDD,TT19,PC,PC,PC,GAID,1.311A,RT,RT,RT,,,,,,,,,,,"Alan Yeow (Loan 85"" hub)",,,,,,,,,.,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,4-Jul-25,NUS MDTS-CS,TT20,AL,AL,AL,STEAMunity Demo Day ,Science Ctr,,,,,,,,,,,,,,"Alan Yeow (Loan 85"" hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,5-Jul-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,6-Jul-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,7-Jul-25,RSAF/SCTP  FDS,TT19,SS,SS,SS,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,AFI - Shenzhen,TT20,AL,AL,AL,,,,,,Cindy - Summer Programme,TT24/25,,,,"Feng Yang (Loan 85"" hub)",1.311A,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,8-Jul-25,DSMP(Healthcare),TT19,AL,AL,AL,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,NLPGAI Certis,Comp Lab 1.611,SS,SS,SS,,,,,,Cindy - Summer Programme,2.612A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,9-Jul-25,,,,,,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,,,,,,,,,,,Cindy - Summer Programme,2.612A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,10-Jul-25,DVDD,TT19,KM,KM,KM,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,,,,,,,,,,,Cindy - Summer Programme,2.612A,,,,"Alan Yeow (Loan 85"" hub)",1.311A,,,,"Esther Pang ( 4x 50"" hubs)",SA Office,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,11-Jul-25,,,,,,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,NLPGAI Certis,Comp Lab 1.611,SS,SS,SS,STEAMunity 4B Kickoff Setup ,can be done after 11.30pm@TPCC,,,,Cindy - Summer Programme,2.612A,,,,"Alan Yeow (Loan 85"" hub)",1.311A,,,,"Esther Pang ( 4x 50"" hubs)",SA Office,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,12-Jul-25,,,,,,,,,,,,,,,,STEAMunity 4B Kickoff,TPCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,13-Jul-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,14-Jul-25,RSAF FDS,TT19,SS,SS,SS,,,,,,,,,,,,,,,,AFI - Shenzhen,Overseas,,,,DIA Set up,Capstone 7 & 8,,AL/SS,AL/SS,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,15-Jul-25,DSMP(Healthcare),TT19,AL,AL,AL,CSM,Zoom,KM,KM,,,,,,,,,,,,AFI - Shenzhen,Overseas,,,,DIA (Seatrium),Capstone 7 & 8,SS ,SS,SS,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,16-Jul-25,SMARTFNB,Offsite (MBS),EK,EK,,CSM,Zoom,SS,SS,SS,NUS MDTS-CS,TT20,AL,AL,AL,,,,,,AFI - Shenzhen,Overseas,,,,DIA Set up,Capstone 7 & 8,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,17-Jul-25,DVDD,Zoom,PC,PC,,,,,,,,,,,,FAIA Setup,TT24/25,,AL,,AFI - Shenzhen,Overseas,,,,DIA (Seatrium),Capstone 7 & 8,AL,AL,AL,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,18-Jul-25,,,,,,,,,,,,,,,,FAIA,TT24/25,SS,SS,SS,AFI - Shenzhen,Overseas,,,,"Jaz Chua(Loan 2x 85"" hub)",1.311A,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,19-Jul-25,,,,,,,,,,,,,,,,,,,,,,,,,,"Jaz Chua(Loan 2x 85"" hub)",1.311A,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,20-Jul-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,21-Jul-25,NUS MDTS-CS,LEET Lab (1.612),KM,,,CGAIP,TT24/25,AL,AL,AL,RSAF FDS,TT19,PC,PC,PC,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,Certis AI D1,Comp Lab 1.611,SS,SS,SS,CPE,Capstone 9,KS,KS,KS,"Jaz Chua(Loan 2x 85"" hub)",1.311A,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,22-Jul-25,DSMP(Healthcare),TT19,AL,AL,AL,CGAIP,TT24/25,KM,KM,KM,,,,,,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,Certis AI D2,Comp Lab 1.611,SS,SS,SS,CPE,Capstone 9,KS,KS,KS,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,23-Jul-25,,,,,,,,,,,,,,,,Mindef MMTM,Capstone 7 & 8,SS,SS,SS,,,,,,,,,,,"Alan Yeow (Loan 85"" hub)",,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,24-Jul-25,DVDD,Zoom,PC,PC,,CGAIProjM,1.311A,AL,AL,AL,,,,,,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,,,,,,,,,,,"Alan Yeow (Loan 85"" hub)",,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,25-Jul-25,,,,,,CGAIProjM,1.311A,AL,AL,AL,,,,,,Mindef MMTM,Capstone 7 & 8,RT,RT,RT,,,,,,STEAMunity 4B Co-creation,TT16/17,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,26-Jul-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,27-Jul-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,28-Jul-25,RSAF FDS,TT19,SS,SS,SS,NUS MDTS-CS,LEET Lab (1.612),AL,,,Mindef MMTM,Capstone 7 & 8,PC,PC,PC,SG-ICS 301,Offsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,29-Jul-25,CSA STL1,2.612A,SS,SS,SS,DSMP(Healthcare),Zoom,AL,AL,,Mindef MMTM,Capstone 7 & 8,PC,PC,PC,SG-ICS 301,Offsite,,,Haz,,,,,,CIPP/E,Offsite,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,30-Jul-25,CSA SS,2.612A,IC,IC ,IC,,,,,,Mindef MMTM,Capstone 7 & 8,PC,PC,PC,,,,,,,,,,,CIPP/E,Offsite,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,31-Jul-25,CSA STL1,2.612A,IC,IC ,IC,(SCTP) DAITCS,TT20,,,,FPB,TT19,RT,RT,RT,SG-ICS 301,Offsite,,,,CSPO,Zoom,KS,KS,KS,CIPP/E,Offsite,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,1-Aug-25,OCBC IDS,TT19,SS,SS,SS,,,,,,CSA DF,2.612A,KM,KM,KM,SG-ICS 301,Offsite,,,,CSPO,Zoom,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,2-Aug-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,3-Aug-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,4-Aug-25,RSAF FDS,Online,PC,PC,,,,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,,Koh Shihui (Loan 1.311A),1.311A,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,5-Aug-25,CSA STL1,2.612A,SS,SS,SS,CPE,Zoom,KS,KS,KS,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,,Koh Shihui (Loan 1.311A),1.311A,,,,"Chua Xue Li SMT (Loan 50"" hub with camera)",,,,,,,,,,,,,,
Wednesday,,,,,,,,6-Aug-25,CSA SS,2.612A,IC,IC ,IC,CPE,Zoom,KS,KS,KS,(SCTP) DAITCS,NYP,,,,,,,,,M2 DME,Zoom,,,,,,,,,,,,,,"Chua Xue Li SMT (Loan 50"" hub with camera)",,,,,,,,,,,,,,
Thursday,,,,,,,,7-Aug-25,CSA STL1,2.612A,IC,IC ,IC,FPB,TT19,AL,AL,AL,(SCTP) DAITCS,NYP,,,,NLPGAI Certis D1,Comp Lab 1.611,SS,SS,SS,M2 DME,Zoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,8-Aug-25,,,,,,CSA DF,2.612A,AL,AL,AL,,,,,,,,,,,M2 DME,Zoom,,,,"Aisyah OSP (Loan 50"" hub x2)",,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,9-Aug-25,National Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,10-Aug-25,,,,,,,,,,,,,,,,,,,,,,,,,,"Aisyah OSP (Loan 50"" hub x2)",,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,11-Aug-25,RSAF FDS,Online,AL,AL,,NLPGAI Certis D1,Comp Lab 1.611,KM,KM,KM,FAIS,TT24/25,,,,,,,,,(SCTP) DAITCS,NYP,,,,"Aisyah OSP (Loan 50"" hub x2)",,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,12-Aug-25,CSA STL1,2.612A,KM,KM,KM,DSMP(Healthcare),Zoom,AL,AL,,FAIS,TT24/25,RT,RT,RT,,,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,13-Aug-25,,,,,,CSA SS,2.612A,IC,IC ,IC,,,,,,GCAIPRODM,Zoom,AL,AL,AL,(SCTP) DAITCS,NYP,,,,"Angeline(Loan 6x50"" hub)",,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,14-Aug-25,AIWS Mindef,Offsite,,EK,,CSA STL1,2.612A,RT,RT,RT,FPB,TT19,PC,PC,PC,GCAIPRODM,Zoom,AL,AL,AL,CGAIP,Zoom,KS,KS,KS,NLPGAI Certis D2,Comp Lab 1.611,KM,KM,KM,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,15-Aug-25,,,,,,IT REFRESH,TT19 & 20,,,,CSA DF,2.612A,IC,IC,IC,NLPGAI Certis D2,Comp Lab 1.611,SS,SS,SS,CGAIP,Zoom,KS,KS,KS,FAIA Setup,TT24/25,,,,STEAMunity 4B Demo Day ,Science Ctr,,,,"Rina SMT (Loan 50"" hub)",,,,,,,,,,,,,,
Saturday,,,,,,,,16-Aug-25,,,,,,IT REFRESH,TT19 & 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,17-Aug-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,18-Aug-25,RSAF DSV,TT19,AL,AL,AL,NLPGAI Certis D1,Comp Lab 1.611,SS,SS,SS,CASP,Zoom,RT,RT,RT,MAEG,1.311A,KM,KM,KM,FAIA with SICCI,TT24/25,PC,PC,PC,M3 RPA,Zoom,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,19-Aug-25,CSA STL1 AM,2.612A,RT,,,CSA STL2 PM,2.612A,,RT,RT,CASP,Zoom,KS,KS,KS,MAEG,1.311A,KM,KM,KM,Certis AI D1,Comp Lab 1.611,SS,SS,SS,M3 RPA,Zoom,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,20-Aug-25,CSA SS,2.612A,AL,AL,AL,,,,,,,,,,,,,,,,Certis AI D2,Comp Lab 1.611,SS,SS,SS,M3 RPA,Zoom,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,21-Aug-25,CSA STL2,2.612A,RT,RT,RT,,,,,,AIIS,TT24/25,KM,KM,KM,NLPGAI Certis D2,Comp Lab 1.611,SS,SS,SS,,,,,,FPB,TT19,PC,PC,PC,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,22-Aug-25,,,,,,CSA DF,2.612A,AL,AL,AL,AIIS,TT24/25,PC,PC,PC,NLPGAI Certis D3,Comp Lab 1.611,SS,SS,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,23-Aug-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,24-Aug-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,25-Aug-25,Singhealth PCS,2.612A,SS,SS,SS,,,,,,RSAF DSV,TT19,AL,AL,AL,,,,,,,,,,,,,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,26-Aug-25,Singhealth PCS,2.612A,RT,RT,RT,AIPLW,1.311A,KM,KM,KM,CSM,Zoom,KS,KS,KS,,,,,,,,,,,,,,,,(SCTP) DAITCS,NYP,,,,"Cindy (5 Hub 50"")",,"Alan Yeow (1 = 50"") ",,,,,,,,,,,,
Wednesday,,,,,,,,27-Aug-25,CSA SS,2.612A,AL,AL,AL,AIPLW,1.311A,IC,IC ,IC,CSM,Zoom,PC,PC,PC,,,,,,,,,,,,,,,,(SCTP) DAITCS,NYP,,,,"Cindy (5 Hub 50"")",,"Alan Yeow (1 = 50"") (1=85"")",,,,,,,,,,,,
Thursday,,,,,,,,28-Aug-25,,,,,,NLPGAI Certis D3,Comp Lab 1.611,SS,SS,SS,CSPO,Zoom,KS,KS,KS,FAIS Setup,TT24/25,,,SS,FPB,Zoom,PC,PC,,,,,,,,,,,,"Cindy (5 Hub 50"")",,,,,,,,,,,,,,
Friday,,,,,,,,29-Aug-25,CSA DF,2.612A,AL,AL,AL,NLPGAI Certis D3,Comp Lab 1.611,SS,SS,SS,CSPO,Zoom,KS,KS,KS,FAIS ,TT24/25,PC,PC,PC,,,,,,,,,,,,,,,,"Cindy (5 Hub 50"")",,,,,,,,,,,,,,
Saturday,,,,,,,,30-Aug-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,31-Aug-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,1-Sep-25,RSAF DSV,TT19,AL,AL,AL,CSA STL2,2.612A,KM,KM,KM,(SCTP) DAITCS,NYP,,,,RMHR,1.311A,SS,SS,SS,M4 UiPath,Zoom,,,,ARISE Program,TT20,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,2-Sep-25,,,,,,FAIA Setup,TT24/25,,,SS,(SCTP) DAITCS,NYP,,,,RMHR,1.311A,SS,SS,SS,M4 UiPath,Zoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,3-Sep-25,CSA STL2,2.612A,KM,KM,KM,FAIA,TT24/25,PC,PC,PC,(SCTP) DAITCS,NYP,,,,,,,,,M4 UiPath,Zoom,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,4-Sep-25,,,,,,FPB,Zoom,PC,PC,,,,,,,,,,,,,,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,5-Sep-25,CSA STL2,2.612A,KM,KM,KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,6-Sep-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,7-Sep-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,8-Sep-25,RSAF DSV,TT19,AL,AL,AL,CSA STL2,2.612A,KM,KM,KM,,,,,,(SCTP) DAITCS,NYP,,,,NLPGAI Certis,Comp Lab 1.611,IC,IC,IC,,,,,,,,,,,,,,,,,,,,,,,,,
